project,technique,precision,recall,wasted,bug id,original score percentage,f-score,expense,t-score,cost,exam-score,bug index,changed files,changed functions,ranked name MRR,ranked name avg similarity
Codec,220_sigmuid,0.18911685685912522,0.18911685685912522,1.0,199,0.2,0.18911685685912522,20.0,20.0,0.2,20.0,61,1,1,ranked 4,ranked 21
Codec,240_sigmuid,0.12165009873902387,0.12165009873902387,3.0,199,0.2,0.12165009873902387,60.0,60.0,0.6,60.0,61,1,1,ranked 8,ranked 12
Codec,260_sigmuid,0.13160840326906542,0.13160840326906542,3.0,199,0.2,0.13160840326906542,60.0,60.0,0.6,60.0,61,1,1,ranked 13,ranked 6
Codec,280_sigmuid,0.25498154898175385,0.25498154898175385,0.0,199,0.2,0.25498154898175385,0.0,0.0,0.0,0.0,61,1,1,ranked 10,ranked 9
Codec,300_sigmuid,0.17625719204784723,0.17625719204784723,1.0,199,0.2,0.17625719204784723,20.0,20.0,0.2,20.0,61,1,1,ranked 27,ranked 10
Codec,320_sigmuid,0.0731359785951928,0.0731359785951928,3.0,199,0.2,0.0731359785951928,60.0,60.0,0.6,60.0,61,1,1,ranked 21,ranked 11
Codec,340_sigmuid,0.0,0.0,5,199,0.2,0,100,100,1.0,100,61,1,1,ranked 17,ranked 17
Codec,360_sigmuid,0.1550979920304448,0.1550979920304448,3.0,199,0.2,0.1550979920304448,60.0,60.0,0.6,60.0,61,1,1,ranked 18,ranked 25
Codec,380_sigmuid,0.14834052930859815,0.14834052930859815,3.0,199,0.2,0.14834052930859815,60.0,60.0,0.6,60.0,61,1,1,ranked 30,ranked 18
Codec,400_sigmuid,0.0,0.0,5,199,0.2,0,100,100,1.0,100,61,1,1,ranked 19,ranked 23
Codec,420_sigmuid,0.15297584368838638,0.15297584368838638,3.0,199,0.2,0.15297584368838638,60.0,60.0,0.6,60.0,61,1,1,ranked 22,ranked 15
Codec,440_sigmuid,0.0,0.0,5,199,0.2,0,100,100,1.0,100,61,1,1,ranked 28,ranked 13
Codec,460_sigmuid,0.1595215379566218,0.1595215379566218,3.0,199,0.2,0.1595215379566218,60.0,60.0,0.6,60.0,61,1,1,ranked 25,ranked 26
Codec,480_sigmuid,0.0,0.0,5,199,0.2,0,100,100,1.0,100,61,1,1,ranked 26,ranked 20
Codec,500_sigmuid,0.24660071842682665,0.24660071842682665,0.0,199,0.2,0.24660071842682665,0.0,0.0,0.0,0.0,61,1,1,ranked 6,ranked 30
Codec,520_sigmuid,0.038987423784584294,0.038987423784584294,4.0,199,0.2,0.038987423784584294,80.0,80.0,0.8,80.0,61,1,1,ranked 29,ranked 24
Codec,540_sigmuid,0.08036622756130858,0.08036622756130858,4.0,199,0.2,0.08036622756130858,80.0,80.0,0.8,80.0,61,1,1,ranked 20,ranked 27
Codec,560_sigmuid,0.0,0.0,5,199,0.2,0,100,100,1.0,100,61,1,1,ranked 7,ranked 28
Codec,580_sigmuid,0.13968724665100377,0.13968724665100377,3.0,199,0.2,0.13968724665100377,60.0,60.0,0.6,60.0,61,1,1,ranked 24,ranked 16
Codec,600_sigmuid,0.013773949590626892,0.013773949590626892,4.0,199,0.2,0.013773949590626892,80.0,80.0,0.8,80.0,61,1,1,ranked 23,ranked 29
Codec,20_sigmuid,0.12127986167689603,0.12127986167689603,1.0,270,0.2,0.12127986167689603,20.0,20.0,0.2,20.0,21,2,6,ranked 1,ranked 1
Codec,40_sigmuid,0.082869855536079,0.082869855536079,3.0,270,0.2,0.082869855536079,60.0,60.0,0.6,60.0,21,2,6,ranked 2,ranked 2
Codec,60_sigmuid,0.26244168573017057,0.26244168573017057,0.0,270,0.2,0.26244168573017057,0.0,0.0,0.0,0.0,21,2,6,ranked 15,ranked 4
Codec,80_sigmuid,0.2603456432636985,0.2603456432636985,0.0,270,0.2,0.2603456432636985,0.0,0.0,0.0,0.0,21,2,6,ranked 16,ranked 5
Codec,100_sigmuid,0.10370133424781362,0.10370133424781362,1.0,270,0.2,0.10370133424781362,20.0,20.0,0.2,20.0,21,2,6,ranked 14,ranked 3
Codec,120_sigmuid,0.1477622294864657,0.1477622294864657,1.0,270,0.2,0.1477622294864657,20.0,20.0,0.2,20.0,21,2,6,ranked 5,ranked 8
Codec,140_sigmuid,0.14261212349506988,0.14261212349506988,1.0,270,0.2,0.14261212349506988,20.0,20.0,0.2,20.0,21,2,6,ranked 9,ranked 7
Codec,160_sigmuid,0.1376355635916448,0.1376355635916448,1.0,270,0.2,0.1376355635916448,20.0,20.0,0.2,20.0,21,2,6,ranked 12,ranked 22
Codec,180_sigmuid,0.07827685260889881,0.07827685260889881,4.0,270,0.2,0.07827685260889881,80.0,80.0,0.8,80.0,21,2,6,ranked 3,ranked 19
Codec,200_sigmuid,0.23400833302489904,0.23400833302489904,1.0,270,0.2,0.23400833302489904,20.0,20.0,0.2,20.0,21,2,6,ranked 11,ranked 14
Codec,220_sigmuid,0.13895505532380784,0.13895505532380784,2.0,270,0.2,0.13895505532380784,40.0,40.0,0.4,40.0,21,2,6,ranked 4,ranked 21
Codec,240_sigmuid,0.0,0.0,5,270,0.2,0,100,100,1.0,100,21,2,6,ranked 8,ranked 12
Codec,260_sigmuid,0.0,0.0,5,270,0.2,0,100,100,1.0,100,21,2,6,ranked 13,ranked 6
Codec,280_sigmuid,0.2940725506260902,0.2940725506260902,1.0,270,0.2,0.2940725506260902,20.0,20.0,0.2,20.0,21,2,6,ranked 10,ranked 9
Codec,300_sigmuid,0.08141817048468587,0.08141817048468587,4.0,270,0.2,0.08141817048468587,80.0,80.0,0.8,80.0,21,2,6,ranked 27,ranked 10
Codec,320_sigmuid,0.09184393584893398,0.09184393584893398,1.0,270,0.2,0.09184393584893397,20.0,20.0,0.2,20.0,21,2,6,ranked 21,ranked 11
Codec,340_sigmuid,0.08975936688513898,0.08975936688513898,2.0,270,0.2,0.08975936688513898,40.0,40.0,0.4,40.0,21,2,6,ranked 17,ranked 17
Codec,360_sigmuid,0.11731961897057543,0.11731961897057543,3.0,270,0.2,0.11731961897057543,60.0,60.0,0.6,60.0,21,2,6,ranked 18,ranked 25
Codec,380_sigmuid,0.11299006913111742,0.11299006913111742,1.0,270,0.2,0.11299006913111743,20.0,20.0,0.2,20.0,21,2,6,ranked 30,ranked 18
Codec,400_sigmuid,0.1570346514727484,0.1570346514727484,1.0,270,0.2,0.1570346514727484,20.0,20.0,0.2,20.0,21,2,6,ranked 19,ranked 23
Codec,420_sigmuid,0.29173487649335,0.29173487649335,1.0,270,0.2,0.29173487649335,20.0,20.0,0.2,20.0,21,2,6,ranked 22,ranked 15
Codec,440_sigmuid,0.07120599427637073,0.07120599427637073,4.0,270,0.2,0.07120599427637073,80.0,80.0,0.8,80.0,21,2,6,ranked 28,ranked 13
Codec,460_sigmuid,0.14599137953133992,0.14599137953133992,0.0,270,0.2,0.14599137953133992,0.0,0.0,0.0,0.0,21,2,6,ranked 25,ranked 26
Codec,480_sigmuid,0.2509218198799467,0.2509218198799467,1.0,270,0.2,0.2509218198799467,20.0,20.0,0.2,20.0,21,2,6,ranked 26,ranked 20
Codec,500_sigmuid,0.16955698298396937,0.16955698298396937,1.0,270,0.2,0.16955698298396937,20.0,20.0,0.2,20.0,21,2,6,ranked 6,ranked 30
Codec,520_sigmuid,0.08160734823456813,0.08160734823456813,2.0,270,0.2,0.08160734823456813,40.0,40.0,0.4,40.0,21,2,6,ranked 29,ranked 24
Codec,540_sigmuid,0.2657282767240151,0.2657282767240151,1.0,270,0.2,0.2657282767240151,20.0,20.0,0.2,20.0,21,2,6,ranked 20,ranked 27
Codec,560_sigmuid,0.10516384831088982,0.10516384831088982,1.0,270,0.2,0.10516384831088982,20.0,20.0,0.2,20.0,21,2,6,ranked 7,ranked 28
Codec,580_sigmuid,0.0955941272900639,0.0955941272900639,1.0,270,0.2,0.0955941272900639,20.0,20.0,0.2,20.0,21,2,6,ranked 24,ranked 16
Codec,600_sigmuid,0.12799253785603423,0.12799253785603423,2.0,270,0.2,0.12799253785603423,40.0,40.0,0.4,40.0,21,2,6,ranked 23,ranked 29
Codec,20_sigmuid,0.44785903332290794,0.44785903332290794,1.0,231,0.2,0.44785903332290794,50.0,50.0,0.5,50.0,46,1,1,ranked 1,ranked 1
Codec,40_sigmuid,0.44880428291518243,0.44880428291518243,1.0,231,0.2,0.44880428291518243,50.0,50.0,0.5,50.0,46,1,1,ranked 2,ranked 2
Codec,60_sigmuid,0.3412204106865349,0.3412204106865349,1.0,231,0.2,0.3412204106865349,50.0,50.0,0.5,50.0,46,1,1,ranked 15,ranked 4
Codec,80_sigmuid,0.39472312716457675,0.39472312716457675,1.0,231,0.2,0.39472312716457675,50.0,50.0,0.5,50.0,46,1,1,ranked 16,ranked 5
Codec,100_sigmuid,0.2234293385893754,0.2234293385893754,1.0,231,0.2,0.2234293385893754,50.0,50.0,0.5,50.0,46,1,1,ranked 14,ranked 3
Codec,120_sigmuid,0.36604066501420546,0.36604066501420546,1.0,231,0.2,0.36604066501420546,50.0,50.0,0.5,50.0,46,1,1,ranked 5,ranked 8
Codec,140_sigmuid,0.38882542625303024,0.38882542625303024,1.0,231,0.2,0.38882542625303024,50.0,50.0,0.5,50.0,46,1,1,ranked 9,ranked 7
Codec,160_sigmuid,0.2829062225207749,0.2829062225207749,1.0,231,0.2,0.2829062225207749,50.0,50.0,0.5,50.0,46,1,1,ranked 12,ranked 22
Codec,180_sigmuid,0.4721071681795623,0.4721071681795623,1.0,231,0.2,0.4721071681795623,50.0,50.0,0.5,50.0,46,1,1,ranked 3,ranked 19
Codec,200_sigmuid,0.17811112378991772,0.17811112378991772,1.0,231,0.2,0.17811112378991772,50.0,50.0,0.5,50.0,46,1,1,ranked 11,ranked 14
